term,medicare gov freq,medicare supplement plans freq,query
august september,1,0,0.4598898602747082
september october,1,0,0.4598898602747082
october november,1,0,0.4598898602747082
november december,1,0,0.4598898602747082
year,8,21,0.9324241466031452
1901,1,0,0.4598898602747082
1902,1,0,0.4598898602747082
1903,1,0,0.4598898602747082
1904,1,0,0.4598898602747082
1905,1,0,0.4598898602747082
1906,1,0,0.4598898602747082
1907,1,0,0.4598898602747082
1908,1,0,0.4598898602747082
1909,1,0,0.4598898602747082
1910,1,0,0.4598898602747082
1911,1,0,0.4598898602747082
1912,1,0,0.4598898602747082
1913,1,0,0.4598898602747082
1914,1,0,0.4598898602747082
1915,1,0,0.4598898602747082
1916,1,0,0.4598898602747082
1917,1,0,0.4598898602747082
1918,1,0,0.4598898602747082
1919,1,0,0.4598898602747082
1920,1,0,0.4598898602747082
1921,1,0,0.4598898602747082
1922,1,0,0.4598898602747082
1923,1,0,0.4598898602747082
1924,1,0,0.4598898602747082
1925,1,0,0.4598898602747082
1926,1,0,0.4598898602747082
1927,1,0,0.4598898602747082
1928,1,0,0.4598898602747082
1929,1,0,0.4598898602747082
1930,1,0,0.4598898602747082
1931,1,0,0.4598898602747082
1932,1,0,0.4598898602747082
1933,1,0,0.4598898602747082
1934,1,0,0.4598898602747082
1935,1,0,0.4598898602747082
1936,1,0,0.4598898602747082
1937,1,0,0.4598898602747082
1938,1,0,0.4598898602747082
1939,1,0,0.4598898602747082
1940,1,0,0.4598898602747082
1941,1,0,0.4598898602747082
1942,1,0,0.4598898602747082
1943,1,0,0.4598898602747082
1944,1,0,0.4598898602747082
1945,1,0,0.4598898602747082
1946,1,0,0.4598898602747082
1947,1,0,0.4598898602747082
1948,1,0,0.4598898602747082
1949,1,0,0.4598898602747082
1950,1,0,0.4598898602747082
1951,1,0,0.4598898602747082
1952,1,0,0.4598898602747082
1953,1,0,0.4598898602747082
1954,1,0,0.4598898602747082
1955,1,0,0.4598898602747082
1956,1,0,0.4598898602747082
1957,1,0,0.4598898602747082
1958,1,0,0.4598898602747082
1959,1,0,0.4598898602747082
1960,1,0,0.4598898602747082
1961,1,0,0.4598898602747082
1962,1,0,0.4598898602747082
1963,1,0,0.4598898602747082
1964,1,0,0.4598898602747082
1965,1,0,0.4598898602747082
1966,1,0,0.4598898602747082
1967,1,0,0.4598898602747082
1968,1,0,0.4598898602747082
1969,1,0,0.4598898602747082
1970,1,0,0.4598898602747082
1971,1,0,0.4598898602747082
1972,1,0,0.4598898602747082
1973,1,0,0.4598898602747082
1974,1,0,0.4598898602747082
1975,1,0,0.4598898602747082
1976,1,0,0.4598898602747082
1977,1,0,0.4598898602747082
1978,1,0,0.4598898602747082
1979,1,0,0.4598898602747082
1980,1,0,0.4598898602747082
1981,1,0,0.4598898602747082
1982,1,0,0.4598898602747082
1983,1,0,0.4598898602747082
1984,1,0,0.4598898602747082
1985,1,0,0.4598898602747082
1986,1,0,0.4598898602747082
1987,1,0,0.4598898602747082
1988,1,0,0.4598898602747082
1989,1,0,0.4598898602747082
1990,1,0,0.4598898602747082
1991,1,0,0.4598898602747082
1992,1,0,0.4598898602747082
1993,1,0,0.4598898602747082
1994,1,0,0.4598898602747082
1995,1,0,0.4598898602747082
1996,1,0,0.4598898602747082
1997,1,0,0.4598898602747082
1998,1,0,0.4598898602747082
1999,1,0,0.4598898602747082
2000,1,0,0.4598898602747082
2001,1,0,0.4598898602747082
2002,1,0,0.4598898602747082
2003,1,0,0.4598898602747082
2004,1,0,0.4598898602747082
2005,1,0,0.4598898602747082
2006,1,0,0.4598898602747082
2007,1,0,0.4598898602747082
2008,1,0,0.4598898602747082
2009,1,0,0.4598898602747082
2010,1,0,0.4598898602747082
2011,1,0,0.4598898602747082
2012,1,0,0.4598898602747082
2013,1,0,0.4598898602747082
2014,1,0,0.4598898602747082
2015,1,0,0.4598898602747082
2016,1,0,0.4598898602747082
2017,1,0,0.4598898602747082
2018,5,0,0.1312544689446391
2019,3,3,0.33795134429890133
2020,2,26,0.9872009584272992
2021,1,0,0.4598898602747082
start year,1,0,0.4598898602747082
year year,1,0,0.4598898602747082
year 1901,1,0,0.4598898602747082
1901 1902,1,0,0.4598898602747082
1902 1903,1,0,0.4598898602747082
1903 1904,1,0,0.4598898602747082
1904 1905,1,0,0.4598898602747082
1905 1906,1,0,0.4598898602747082
1906 1907,1,0,0.4598898602747082
1907 1908,1,0,0.4598898602747082
1908 1909,1,0,0.4598898602747082
1909 1910,1,0,0.4598898602747082
1910 1911,1,0,0.4598898602747082
1911 1912,1,0,0.4598898602747082
1912 1913,1,0,0.4598898602747082
1913 1914,1,0,0.4598898602747082
1914 1915,1,0,0.4598898602747082
1915 1916,1,0,0.4598898602747082
1916 1917,1,0,0.4598898602747082
1917 1918,1,0,0.4598898602747082
1918 1919,1,0,0.4598898602747082
1919 1920,1,0,0.4598898602747082
1920 1921,1,0,0.4598898602747082
1921 1922,1,0,0.4598898602747082
1922 1923,1,0,0.4598898602747082
1923 1924,1,0,0.4598898602747082
1924 1925,1,0,0.4598898602747082
1925 1926,1,0,0.4598898602747082
1926 1927,1,0,0.4598898602747082
1927 1928,1,0,0.4598898602747082
1928 1929,1,0,0.4598898602747082
1929 1930,1,0,0.4598898602747082
1930 1931,1,0,0.4598898602747082
1931 1932,1,0,0.4598898602747082
1932 1933,1,0,0.4598898602747082
1933 1934,1,0,0.4598898602747082
1934 1935,1,0,0.4598898602747082
1935 1936,1,0,0.4598898602747082
1936 1937,1,0,0.4598898602747082
1937 1938,1,0,0.4598898602747082
1938 1939,1,0,0.4598898602747082
1939 1940,1,0,0.4598898602747082
1940 1941,1,0,0.4598898602747082
1941 1942,1,0,0.4598898602747082
1942 1943,1,0,0.4598898602747082
1943 1944,1,0,0.4598898602747082
1944 1945,1,0,0.4598898602747082
1945 1946,1,0,0.4598898602747082
1946 1947,1,0,0.4598898602747082
1947 1948,1,0,0.4598898602747082
1948 1949,1,0,0.4598898602747082
1949 1950,1,0,0.4598898602747082
1950 1951,1,0,0.4598898602747082
1951 1952,1,0,0.4598898602747082
1952 1953,1,0,0.4598898602747082
1953 1954,1,0,0.4598898602747082
1954 1955,1,0,0.4598898602747082
1955 1956,1,0,0.4598898602747082
1956 1957,1,0,0.4598898602747082
1957 1958,1,0,0.4598898602747082
1958 1959,1,0,0.4598898602747082
1959 1960,1,0,0.4598898602747082
1960 1961,1,0,0.4598898602747082
1961 1962,1,0,0.4598898602747082
1962 1963,1,0,0.4598898602747082
1963 1964,1,0,0.4598898602747082
1964 1965,1,0,0.4598898602747082
1965 1966,1,0,0.4598898602747082
1966 1967,1,0,0.4598898602747082
1967 1968,1,0,0.4598898602747082
1968 1969,1,0,0.4598898602747082
1969 1970,1,0,0.4598898602747082
1970 1971,1,0,0.4598898602747082
1971 1972,1,0,0.4598898602747082
1972 1973,1,0,0.4598898602747082
1973 1974,1,0,0.4598898602747082
1974 1975,1,0,0.4598898602747082
1975 1976,1,0,0.4598898602747082
1976 1977,1,0,0.4598898602747082
1977 1978,1,0,0.4598898602747082
1978 1979,1,0,0.4598898602747082
1979 1980,1,0,0.4598898602747082
1980 1981,1,0,0.4598898602747082
1981 1982,1,0,0.4598898602747082
1982 1983,1,0,0.4598898602747082
1983 1984,1,0,0.4598898602747082
1984 1985,1,0,0.4598898602747082
1985 1986,1,0,0.4598898602747082
1986 1987,1,0,0.4598898602747082
1987 1988,1,0,0.4598898602747082
1988 1989,1,0,0.4598898602747082
1989 1990,1,0,0.4598898602747082
1990 1991,1,0,0.4598898602747082
1991 1992,1,0,0.4598898602747082
1992 1993,1,0,0.4598898602747082
1993 1994,1,0,0.4598898602747082
1994 1995,1,0,0.4598898602747082
1995 1996,1,0,0.4598898602747082
1996 1997,1,0,0.4598898602747082
1997 1998,1,0,0.4598898602747082
1998 1999,1,0,0.4598898602747082
1999 2000,1,0,0.4598898602747082
2000 2001,1,0,0.4598898602747082
2001 2002,1,0,0.4598898602747082
2002 2003,1,0,0.4598898602747082
2003 2004,1,0,0.4598898602747082
2004 2005,1,0,0.4598898602747082
2005 2006,1,0,0.4598898602747082
2006 2007,1,0,0.4598898602747082
2007 2008,1,0,0.4598898602747082
2008 2009,1,0,0.4598898602747082
2009 2010,1,0,0.4598898602747082
2010 2011,1,0,0.4598898602747082
2011 2012,1,0,0.4598898602747082
2012 2013,1,0,0.4598898602747082
2013 2014,1,0,0.4598898602747082
2014 2015,1,0,0.4598898602747082
2015 2016,1,0,0.4598898602747082
2016 2017,1,0,0.4598898602747082
2017 2018,1,0,0.4598898602747082
2018 2019,1,0,0.4598898602747082
2019 2020,1,0,0.4598898602747082
2020 2021,1,0,0.4598898602747082
medicare.gov,67,3,0.005025728855665046
official,8,1,0.04473002349501759
u.s.,9,11,0.15831741677158562
government,6,6,0.1895090719553939
site,13,0,0.00092558682938082
medicare,260,340,0.8671168815878918
the official,6,0,0.08541984086521925
official u.s.,3,0,0.26854650913917383
u.s. government,4,3,0.25545304009220515
government site,2,0,0.3589976104421632
site for,3,0,0.26854650913917383
for medicare,18,35,0.9092832048443421
nutshell,1,0,0.4598898602747082
in a,4,18,0.9587620182672869
a nutshell,1,0,0.4598898602747082
information,77,9,0.013567795321996923
costs,29,32,0.13343178984981868
on medicare.gov,8,1,0.04473002349501759
medicare.gov you,2,1,0.3863745094411119
you can,34,23,0.08476932533214121
can find,5,0,0.1312544689446391
find information,3,0,0.26854650913917383
information on,24,0,0.0
on medicare,8,0,0.031023304544811725
medicare costs,6,0,0.08541984086521925
covers,15,6,0.049816274400686866
prescription,33,25,0.09460806486725543
drug,55,29,0.06606895881371505
d,27,22,0.10139285499293638
sign,5,15,0.9309215562142028
/,14,10,0.08970893145524461
change,9,3,0.05695138203877298
plans,55,147,0.9342132644621197
what medicare,5,1,0.14954932967072804
medicare covers,6,0,0.08541984086521925
covers prescription,2,0,0.3589976104421632
prescription drug,30,23,0.09569467981081664
drug coverage,24,11,0.05722493507811155
coverage medicare,6,1,0.10204585917782899
medicare part,31,55,0.9006953785261556
part d,27,16,0.07434169383154415
d how,1,0,0.4598898602747082
how to,29,2,0.007836401877337418
to sign,2,7,0.8022995692584634
sign up,3,13,0.9359066275723373
up /,3,0,0.26854650913917383
/ change,4,0,0.1921490617519473
change plans,4,0,0.1921490617519473
supplemental,3,7,0.7835874859691134
supplemental coverage,2,0,0.3589976104421632
related,8,0,0.031023304544811725
topics,4,0,0.1921490617519473
many other,1,0,0.4598898602747082
other medicare,2,0,0.3589976104421632
medicare related,1,0,0.4598898602747082
related topics,1,0,0.4598898602747082
receive,4,3,0.25545304009220515
help,25,11,0.054858334410737675
support,4,0,0.1921490617519473
can also,6,8,0.2187264168208019
also receive,1,0,0.4598898602747082
receive help,1,0,0.4598898602747082
help and,4,0,0.1921490617519473
and support,2,0,0.3589976104421632
support on,1,0,0.4598898602747082
additionally,1,1,0.5
medicare.com,1,0,0.4598898602747082
number,3,1,0.2913421716341295
tools,12,0,0.002101202726941087
compare,28,12,0.05338070969961656
physicians,1,7,0.8207742021062268
nursing,20,5,0.030272361300314465
homes,9,0,0.017243518462620955
home,27,5,0.02202878597391439
health,75,33,0.054858334054663394
agencies,3,0,0.26854650913917383
additionally medicare.com,1,0,0.4598898602747082
medicare.com has,1,0,0.4598898602747082
has a,4,3,0.25545304009220515
a number,1,0,0.4598898602747082
number of,2,0,0.3589976104421632
of tools,1,0,0.4598898602747082
tools that,1,0,0.4598898602747082
that help,2,0,0.3589976104421632
help you,5,2,0.16940647577995926
you compare,2,0,0.3589976104421632
compare physicians,1,0,0.4598898602747082
physicians nursing,1,0,0.4598898602747082
nursing homes,9,0,0.017243518462620955
homes and,1,0,0.4598898602747082
and home,2,0,0.3589976104421632
home health,16,3,0.022372803197939994
health agencies,2,0,0.3589976104421632
search,32,1,0.0034818836884018545
dialysis,14,0,0.0003838071110727759
facilities,13,1,0.009684001713432033
suppliers,6,0,0.08541984086521925
covered,14,27,0.9085301720754704
durable,5,3,0.1892408782469604
medical,22,24,0.13211725012055164
equipment,9,4,0.07089889675041683
also search,2,0,0.3589976104421632
search for,9,0,0.017243518462620955
for and,1,0,0.4598898602747082
and compare,9,1,0.029689710859703233
compare dialysis,2,0,0.3589976104421632
dialysis facilities,5,0,0.1312544689446391
facilities and,2,0,0.3589976104421632
and suppliers,1,0,0.4598898602747082
suppliers of,6,0,0.08541984086521925
of medicare,6,12,0.8803950845805262
medicare covered,3,4,0.35797036092753964
covered durable,2,0,0.3589976104421632
durable medical,5,3,0.1892408782469604
medical equipment,8,3,0.0747881131457454
read,2,4,0.6468754325613668
learn,14,2,0.01712228721408987
use,36,6,0.019707218803888704
website,11,5,0.06075338847519285
read on,1,0,0.4598898602747082
on to,1,0,0.4598898602747082
to learn,2,0,0.3589976104421632
learn more,3,0,0.26854650913917383
more about,4,1,0.2123686764932295
about what,2,0,0.3589976104421632
what you,2,0,0.3589976104421632
can do,1,0,0.4598898602747082
do on,1,0,0.4598898602747082
medicare.gov and,2,0,0.3589976104421632
and how,9,0,0.017243518462620955
to use,7,2,0.08431668466997255
use the,6,1,0.10204585917782899
the website,3,2,0.3154717162151175
’s,10,19,0.9056168550525918
program,27,9,0.04103247591656256
medicare.gov is,10,0,0.009059974643060187
is the,6,6,0.1895090719553939
official website,1,0,0.4598898602747082
website for,3,0,0.26854650913917383
for the,4,14,0.9339626348692407
the u.s.,6,8,0.2187264168208019
government ’s,1,0,0.4598898602747082
’s medicare,2,0,0.3589976104421632
medicare program,8,5,0.1049768787881395
provides,5,3,0.1892408782469604
benefit,3,18,0.9686377489144328
regarding,6,3,0.1383973177152688
including,18,6,0.041038140096796405
different,11,17,0.8825178403017706
options,13,2,0.019004636532410524
preventative,1,0,0.4598898602747082
services,34,30,0.10921993255145185
beneficiaries,10,8,0.10706154824594127
medicare.gov provides,1,0,0.4598898602747082
provides official,1,0,0.4598898602747082
official benefit,1,0,0.4598898602747082
benefit information,1,0,0.4598898602747082
information regarding,2,1,0.3863745094411119
regarding medicare,1,0,0.4598898602747082
medicare including,1,0,0.4598898602747082
including different,1,0,0.4598898602747082
different coverage,1,0,0.4598898602747082
coverage options,7,0,0.05285085108983284
options costs,1,0,0.4598898602747082
costs preventative,1,0,0.4598898602747082
preventative services,1,0,0.4598898602747082
services and,9,3,0.05695138203877298
and tools,1,0,0.4598898602747082
tools for,2,0,0.3589976104421632
medicare beneficiaries,3,3,0.33795134429890133
managed,6,1,0.10204585917782899
centers,3,1,0.2913421716341295
&,54,2,0.0041398376607486576
medicaid,8,6,0.11944952439792111
cms,11,3,0.037405622073599154
federal,3,5,0.6846560801446272
agency,2,0,0.3589976104421632
administers,1,0,0.4598898602747082
website is,1,0,0.4598898602747082
is managed,3,0,0.26854650913917383
managed by,3,0,0.26854650913917383
by the,4,10,0.8671359294307128
the centers,2,0,0.3589976104421632
centers for,3,1,0.2913421716341295
medicare &,5,0,0.1312544689446391
& medicaid,3,0,0.26854650913917383
medicaid services,3,1,0.2913421716341295
services cms,4,1,0.2123686764932295
cms the,1,0,0.4598898602747082
the federal,2,4,0.6468754325613668
federal agency,1,0,0.4598898602747082
agency that,1,0,0.4598898602747082
that administers,1,0,0.4598898602747082
administers the,1,0,0.4598898602747082
the medicare,11,28,0.930843607347827
use medicare.gov,1,0,0.4598898602747082
resource,3,0,0.26854650913917383
people,12,14,0.1415261797517927
benefits,17,59,0.9497442854146907
family,2,0,0.3589976104421632
friends,1,0,0.4598898602747082
caring,1,0,0.4598898602747082
loved,1,0,0.4598898602747082
ones,2,1,0.3863745094411119
is a,10,4,0.05789823543728029
a resource,1,0,0.4598898602747082
resource for,3,0,0.26854650913917383
for people,4,3,0.25545304009220515
people who,1,4,0.6699926555360312
who receive,1,0,0.4598898602747082
receive medicare,1,0,0.4598898602747082
medicare benefits,1,2,0.5358703262364667
benefits as,1,5,0.7268345007462382
as well,6,3,0.1383973177152688
well as,5,3,0.1892408782469604
as the,1,5,0.7268345007462382
the family,1,0,0.4598898602747082
family and,1,0,0.4598898602747082
and friends,1,0,0.4598898602747082
friends caring,1,0,0.4598898602747082
caring for,1,0,0.4598898602747082
for their,1,0,0.4598898602747082
their loved,1,0,0.4598898602747082
loved ones,1,0,0.4598898602747082
ones on,1,0,0.4598898602747082
offers,4,13,0.9226741391185294
following,4,9,0.8391308931103136
medicare.gov offers,1,0,0.4598898602747082
offers information,2,0,0.3589976104421632
regarding the,2,0,0.3589976104421632
the following,4,7,0.7651906533731209
following topics,1,0,0.4598898602747082
topics sign,1,0,0.4598898602747082
change medicare,1,0,0.4598898602747082
medicare plans,3,2,0.3154717162151175
enroll,10,13,0.15972226998483202
doctors,13,13,0.12309610843838059
providers,7,4,0.11764660207350669
learn about,3,0,0.26854650913917383
about the,4,5,0.29332538789196744
the different,6,2,0.1200955365826692
different medicare,1,0,0.4598898602747082
medicare coverage,15,3,0.024041129030500374
options find,1,0,0.4598898602747082
find out,5,3,0.1892408782469604
out how,1,1,0.5
to enroll,5,8,0.788224093989921
enroll and,3,0,0.26854650913917383
and search,2,0,0.3589976104421632
for doctors,2,0,0.3589976104421632
doctors and,4,6,0.7183779961980447
and health,1,0,0.4598898602747082
health providers,2,0,0.3589976104421632
your medicare,17,7,0.05122215805948116
view,4,3,0.25545304009220515
detailed,4,0,0.1921490617519473
view detailed,1,0,0.4598898602747082
detailed information,3,0,0.26854650913917383
on costs,1,0,0.4598898602747082
costs for,7,2,0.08431668466997255
part a,22,31,0.8760609348327585
a and,7,25,0.9511637757261194
and part,6,18,0.9388142624004926
advantage,20,39,0.9095399742233772
plan,34,244,0.9763987892535192
medicare advantage,19,39,0.9140486082662853
advantage plans,6,18,0.9388142624004926
plans and,10,10,0.1294343840111647
and medicare,8,4,0.09003016729027441
d prescription,4,5,0.29332538789196744
drug plan,11,4,0.04907730932267701
plan coverage,1,1,0.5
covers find,1,0,0.4598898602747082
out what,1,0,0.4598898602747082
what benefits,1,0,0.4598898602747082
benefits and,4,4,0.27525775268978714
and services,2,1,0.3863745094411119
services are,2,2,0.4136411174901795
are covered,4,2,0.23419290446665864
covered by,6,11,0.8606050876011496
by medicare,5,12,0.894222360800502
ways,9,2,0.04309496441743271
work,3,2,0.3154717162151175
insurance,27,123,0.9621228559375677
expect,1,0,0.4598898602747082
learn the,2,0,0.3589976104421632
different ways,3,0,0.26854650913917383
ways you,3,0,0.26854650913917383
can get,2,1,0.3863745094411119
get prescription,1,0,0.4598898602747082
coverage how,1,0,0.4598898602747082
how medicare,8,1,0.04473002349501759
drug plans,13,3,0.02868689458141288
plans work,1,0,0.4598898602747082
work with,1,0,0.4598898602747082
with other,4,1,0.2123686764932295
other insurance,6,2,0.1200955365826692
insurance and,2,3,0.5806845444992841
and what,3,0,0.26854650913917383
what costs,1,0,0.4598898602747082
costs you,1,2,0.5358703262364667
can expect,1,0,0.4598898602747082
like,7,8,0.17757396062509162
medigap,16,75,0.9632326406105081
policies,3,27,0.9813239075202784
supplemental insurance,1,5,0.7268345007462382
insurance find,1,0,0.4598898602747082
out about,1,0,0.4598898602747082
about supplemental,1,0,0.4598898602747082
options like,1,0,0.4598898602747082
like medigap,1,0,0.4598898602747082
medigap and,1,2,0.5358703262364667
compare different,2,0,0.3589976104421632
different policies,1,0,0.4598898602747082
claims,8,0,0.031023304544811725
appeals,10,0,0.009059974643060187
claims &,2,0,0.3589976104421632
& appeals,2,0,0.3589976104421632
file,9,1,0.029689710859703233
claim,5,0,0.1312544689446391
appeal,6,0,0.08541984086521925
rights,4,1,0.2123686764932295
beneficiary,5,1,0.14954932967072804
learn how,3,1,0.2913421716341295
to file,5,0,0.1312544689446391
file a,7,1,0.06795324646896167
a claim,3,0,0.26854650913917383
claim or,1,0,0.4598898602747082
or appeal,2,0,0.3589976104421632
appeal and,1,0,0.4598898602747082
and your,1,4,0.6699926555360312
your rights,3,0,0.26854650913917383
rights as,1,0,0.4598898602747082
as a,4,5,0.29332538789196744
a medicare,13,27,0.9150423228362778
medicare beneficiary,2,0,0.3589976104421632
manage,6,0,0.08541984086521925
manage your,5,0,0.1312544689446391
your health,8,3,0.0747881131457454
preventive,5,2,0.16940647577995926
personal,6,0,0.08541984086521925
records,4,0,0.1921490617519473
on preventive,1,0,0.4598898602747082
preventive services,3,0,0.26854650913917383
and personal,1,0,0.4598898602747082
personal health,5,0,0.1312544689446391
health records,4,0,0.1921490617519473
evaluating,1,0,0.4598898602747082
hospitals,15,9,0.07540080364199664
get tools,1,0,0.4598898602747082
for evaluating,1,0,0.4598898602747082
evaluating medicare,1,0,0.4598898602747082
advantage health,1,1,0.5
health plans,11,3,0.037405622073599154
medicare prescription,10,6,0.08307173391833955
plans nursing,1,0,0.4598898602747082
homes doctors,1,0,0.4598898602747082
and hospitals,1,4,0.6699926555360312
caregiver,1,0,0.4598898602747082
resources,7,0,0.05285085108983284
useful,2,0,0.3589976104421632
phone,3,0,0.26854650913917383
numbers,2,0,0.3589976104421632
websites,3,0,0.26854650913917383
find beneficiary,1,0,0.4598898602747082
beneficiary and,1,0,0.4598898602747082
and caregiver,1,0,0.4598898602747082
caregiver resources,1,0,0.4598898602747082
resources including,1,0,0.4598898602747082
including useful,1,0,0.4598898602747082
useful phone,1,0,0.4598898602747082
phone numbers,2,0,0.3589976104421632
numbers and,1,0,0.4598898602747082
and websites,1,0,0.4598898602747082
professionals,4,1,0.2123686764932295
need,14,13,0.11476551579547423
medicare.gov has,3,0,0.26854650913917383
has many,2,0,0.3589976104421632
many tools,1,0,0.4598898602747082
tools to,1,0,0.4598898602747082
to help,6,2,0.1200955365826692
help medicare,1,0,0.4598898602747082
beneficiaries find,1,0,0.4598898602747082
find the,4,3,0.25545304009220515
the health,1,1,0.5
health professionals,3,0,0.26854650913917383
professionals and,1,0,0.4598898602747082
services they,1,0,0.4598898602747082
they need,2,0,0.3589976104421632
make,22,7,0.03906872482442786
easy,2,1,0.3863745094411119
care,48,56,0.1399524721237071
these tools,1,0,0.4598898602747082
tools make,1,0,0.4598898602747082
make it,1,0,0.4598898602747082
it easy,1,1,0.5
easy to,1,1,0.5
to compare,3,5,0.6846560801446272
different health,1,0,0.4598898602747082
health care,10,3,0.0451487788988576
care providers,2,0,0.3589976104421632
providers side,1,0,0.4598898602747082
side by,2,2,0.4136411174901795
by side,2,2,0.4136411174901795
include,3,11,0.9048419086128933
some of,4,5,0.29332538789196744
of the,19,41,0.9182520233292709
the tools,1,0,0.4598898602747082
tools you,1,0,0.4598898602747082
you might,2,4,0.6468754325613668
might find,1,0,0.4598898602747082
find on,2,0,0.3589976104421632
on the,11,10,0.11584031159083535
the site,10,0,0.009059974643060187
site include,1,0,0.4598898602747082
medicare.gov tools,1,0,0.4598898602747082
physician,8,8,0.1466066980206145
tool,22,1,0.005103744133219623
physician compare,3,0,0.26854650913917383
compare tool,6,0,0.08541984086521925
allows,8,6,0.11944952439792111
specialty,2,0,0.3589976104421632
the medicare.gov,10,0,0.009059974643060187
medicare.gov physician,1,0,0.4598898602747082
tool allows,1,0,0.4598898602747082
allows you,7,5,0.1337307509496672
you to,9,7,0.11121383687689845
to search,5,0,0.1312544689446391
and other,13,2,0.019004636532410524
other health,3,1,0.2913421716341295
care professionals,1,0,0.4598898602747082
professionals by,1,0,0.4598898602747082
by zip,1,0,0.4598898602747082
code last,1,0,0.4598898602747082
last name,1,0,0.4598898602747082
name or,3,0,0.26854650913917383
or medical,1,1,0.5
medical specialty,1,0,0.4598898602747082
group,4,3,0.25545304009220515
practice,2,0,0.3589976104421632
filter,2,0,0.3589976104421632
results,5,0,0.1312544689446391
display,1,0,0.4598898602747082
accept,2,3,0.5806845444992841
assignment,1,0,0.4598898602747082
search by,1,0,0.4598898602747082
by group,1,1,0.5
group practice,1,0,0.4598898602747082
practice and,1,0,0.4598898602747082
and filter,1,0,0.4598898602747082
filter results,1,0,0.4598898602747082
results to,1,0,0.4598898602747082
to only,1,0,0.4598898602747082
only display,1,0,0.4598898602747082
display doctors,1,0,0.4598898602747082
doctors who,1,0,0.4598898602747082
who accept,1,1,0.5
accept medicare,2,1,0.3863745094411119
medicare assignment,1,0,0.4598898602747082
nursing home,6,0,0.08541984086521925
home compare,2,0,0.3589976104421632
certified,1,1,0.5
the nursing,1,0,0.4598898602747082
tool provides,1,0,0.4598898602747082
provides information,3,0,0.26854650913917383
medicare and,5,10,0.8515489326372649
and medicaid,1,1,0.5
medicaid certified,1,0,0.4598898602747082
certified nursing,1,0,0.4598898602747082
homes in,1,0,0.4598898602747082
in the,4,16,0.9494642323342783
rates,4,4,0.27525775268978714
based,14,3,0.026074987678883166
meets,1,2,0.5358703262364667
resident,1,0,0.4598898602747082
needs,3,7,0.7835874859691134
staffing,1,0,0.4598898602747082
levels,1,1,0.5
inspection,1,0,0.4598898602747082
overall,1,0,0.4598898602747082
quality,27,4,0.017404748340562215
the tool,2,0,0.3589976104421632
tool rates,1,0,0.4598898602747082
rates each,1,0,0.4598898602747082
each nursing,1,0,0.4598898602747082
home based,1,0,0.4598898602747082
based on,11,3,0.037405622073599154
on how,10,0,0.009059974643060187
how well,1,0,0.4598898602747082
well it,1,0,0.4598898602747082
it meets,1,0,0.4598898602747082
meets resident,1,0,0.4598898602747082
resident needs,1,0,0.4598898602747082
needs staffing,1,0,0.4598898602747082
staffing levels,1,0,0.4598898602747082
levels health,1,0,0.4598898602747082
health inspection,1,0,0.4598898602747082
inspection results,1,0,0.4598898602747082
results and,1,0,0.4598898602747082
and overall,1,0,0.4598898602747082
overall quality,1,0,0.4598898602747082
star,1,1,0.5
rating,1,2,0.5358703262364667
proximity,1,0,0.4598898602747082
hospital,10,13,0.15972226998483202
continuing,1,0,0.4598898602747082
community,1,1,0.5
and/or,2,6,0.7574061208868301
